,song_name,class,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
21,ThePixiesHereComesYourMan.mp3,happy,123.046875,159398,1285.467742,0.426294164,0.277137151,0.076805,0.538347926,0.26406119,0.069728312,0.265690904,0.112879038,0.012741677,1.528087118,7.035273491,49.4950731,0.911020697,39.18233583,1535.255441,0.014036709,2.959334057,8.757658063,0.082515933,0.023481162,0.000551365,2401.663847,777.2518336,604120.4128,2378.42078,461.3575227,212850.7637,20.13656213,6.826698851,46.60381721,4885.878789,1605.575071,2577871.309,1.222776786,1.394345995,1.944200753,-0.004273079,0.05958044,0.003549829,0.120562196,0.057470226,0.003302827,-4.20E-06,0.058683313,0.003443731,-8.43E-05,0.041737076,0.001741984,4.744997732,1.804330553,3.255608743
22,a great big world、christina aguilera - say something.mp3,sad,46.98153409,55041,1223.133333,0.243781166,0.298720932,0.089234195,0.37339604,0.280366339,0.078605284,0.217730666,0.189543374,0.035926691,0.641686079,5.353498528,28.65994648,-14.10078988,94.45145521,8921.077391,0.008054733,2.549847942,6.50172453,0.042715166,0.03313227,0.001097747,971.260254,869.8981082,756722.7186,1234.647641,668.7197932,447186.1618,26.37170825,9.776691875,95.58370401,1720.493763,1722.192086,2965945.58,0.379256856,0.64532089,0.416439051,-0.031395639,0.105042012,0.011033824,0.047261052,0.052010079,0.002705048,4.23E-07,0.04812352,0.002315873,4.16E-06,0.015605053,0.000243518,10.63706122,5.857386709,34.30897905
23,Cash Cash - Surrender.mp3,happy,129.1992188,139540,1213.391304,0.374280256,0.30232999,0.091403423,0.428653767,0.292511264,0.085562839,0.235230397,0.167331987,0.027999994,15.04922512,84.00125836,7056.211406,6.85792195,30.28370943,917.1030569,0.012891621,2.103189422,4.423405743,0.253067315,0.061971527,0.00384047,2191.311945,716.6839588,513635.8968,2507.666731,398.7035733,158964.5393,20.91614305,6.736353093,45.378453,4769.254494,1557.526839,2425889.853,2.968317037,3.236857967,10.4772495,-0.011752816,0.086537331,0.00748871,0.082512918,0.045038372,0.002028455,1.56E-07,0.205091894,0.042062685,-6.54E-06,0.09921661,0.009843935,4.353741497,1.325399812,1.75668466
24,Cash Cash - Take Me Home.mp3,angry,129.1992188,92225,960.6770833,0.428682572,0.297833151,0.088704586,0.491769436,0.275012325,0.075631779,0.251953288,0.140900227,0.019852874,13.78005459,106.168041,11271.65293,5.609853088,26.7447227,715.2801923,0.012905639,2.751020118,7.568111689,0.228166848,0.106508955,0.011344157,2751.566407,729.3322167,531925.4823,2626.810874,355.9748074,126718.0635,20.37324363,7.72409048,59.66157375,5799.981595,1324.137265,1753339.495,2.652347415,3.171229487,10.05669646,0.012913766,0.059996139,0.003599537,0.112066027,0.063309078,0.004008039,9.11E-06,0.202653959,0.041068625,-4.68E-05,0.097663678,0.009538194,11.0596644,3.127703757,9.782530795
25,Statue.mp3,sad,117.4538352,151286,1282.084746,0.373466427,0.298469394,0.089083979,0.422500334,0.286583867,0.082130313,0.237400817,0.164238198,0.026974186,6.398606263,47.29772922,2237.075189,1.428642358,49.67699074,2467.803409,0.012467756,3.73267491,13.93286199,0.151030362,0.068651371,0.004713011,1533.721083,797.059686,635304.143,2015.072389,627.1610707,393331.0087,22.64509445,7.009564228,49.13399067,3292.850922,1847.466918,3413134.012,1.630240237,2.080314893,4.327710053,0.021415114,0.091314134,0.008338271,0.050511977,0.037660358,0.001418303,-6.87E-07,0.120320521,0.014477028,-1.30E-05,0.079601288,0.006336365,4.209777778,2.508304366,6.291590792
26,Hello Saferide-Long Lost Penpal.mp3,relax,112.3471467,136847,1244.063636,0.24558812,0.300812772,0.090488324,0.38402782,0.293392981,0.086079441,0.230903536,0.173253833,0.030016891,4.35270797,30.12552762,907.5474141,-7.431654957,63.66457735,4053.178409,0.011908651,4.047563135,16.38276734,0.124619298,0.057633895,0.003321666,1344.793141,742.0163646,550588.2853,1911.066045,710.4652126,504760.8184,23.27588446,6.365298795,40.51702876,2799.862236,1967.365357,3870526.448,1.09164662,1.526733371,2.330914787,0.0209971,0.10317132,0.010644321,0.044989146,0.0307197,0.0009437,-8.07E-06,0.112233721,0.012596409,2.57E-05,0.057684809,0.003327537,3.15907483,1.681988428,2.829085071
27,She will be loved.mp3,happy,103.359375,121426,1239.040816,0.313591534,0.305942464,0.093600791,0.474365719,0.284943046,0.081192539,0.250760596,0.143012086,0.020452457,10.08352703,62.16393634,3864.354982,0.78363573,49.81537174,2481.571261,0.01207641,4.378562889,19.17181297,0.195166022,0.075729236,0.005734918,1913.954871,1049.889054,1102267.026,2394.851025,598.075877,357694.7546,23.27139403,7.005730715,49.08026285,4109.208486,2377.438096,5652211.902,1.804154726,2.24846355,5.055588335,-0.000771501,0.081286,0.006607414,0.068871844,0.062500936,0.003906367,2.61E-06,0.172701165,0.029825693,6.13E-05,0.08364962,0.006997259,3.310004535,1.449201904,2.100186158
28,could this be love.mp3,relax,135.9991776,177525,1277.158273,0.253499737,0.295689433,0.087432241,0.385477112,0.298244655,0.088949874,0.223304266,0.182944084,0.033468538,9.208057878,58.34070669,3403.638057,-2.50258289,53.886718,2903.778377,0.007173232,3.251370705,10.57141146,0.178981245,0.090276383,0.008149825,1869.871238,1215.591665,1477663.097,2188.194608,913.5700888,834610.3071,24.87277659,6.164976774,38.00693863,3912.355509,2617.651613,6852099.968,1.686756046,2.249381932,5.059719075,-0.019340914,0.101848967,0.010373212,0.072218762,0.053785128,0.00289284,-3.51E-06,0.165658891,0.027442871,2.83E-05,0.076482788,0.005849617,3.788335601,2.249512428,5.060306162
29,no one.mp3,happy,89.10290948,114364,1329.813953,0.373988966,0.319660615,0.102182909,0.392969631,0.302800665,0.091688243,0.226783897,0.17029363,0.02899992,14.12686911,115.0734951,13241.90927,2.166975796,37.33091818,1393.597452,0.013026346,3.038720809,9.233824156,0.227202043,0.106142707,0.011266274,2909.519158,1077.370624,1160727.461,2731.662236,675.0814886,455735.0162,20.52857595,6.896415518,47.56054699,6300.174404,1781.789899,3174775.244,2.055199389,2.707859206,7.332501482,0.005420416,0.084658867,0.007167124,0.105985565,0.083157917,0.006915239,-6.56E-05,0.213877887,0.045743752,-0.000115835,0.094910987,0.009008096,5.767836735,1.478208648,2.185100806
30,Creep.mp3,angry,92.28515625,115455,1254.945652,0.396394451,0.305363255,0.093246718,0.457715898,0.296484145,0.087902848,0.241346253,0.158383457,0.025085319,0.985873239,7.715090148,59.522616,-2.119058478,63.51765364,4034.492324,0.013313765,4.393682061,19.30444205,0.060907878,0.026317041,0.000692587,2318.007565,1136.1662,1290873.635,2750.723919,595.4820071,354598.8208,20.44234565,6.146800233,37.7831531,5474.191898,2352.02451,5532019.293,0.547870011,0.747187007,0.558288424,0.028259403,0.086058776,0.007406113,0.076731773,0.080485293,0.006477882,3.97E-05,0.047216687,0.002229416,0.000408016,0.034519661,0.001191607,3.399401361,1.687076322,2.846226515
31,How Does It Feel.mp3,angry,117.4538352,149985,1281.923077,0.331330205,0.299620836,0.089772645,0.41387678,0.29204317,0.085289213,0.230841854,0.173336008,0.030045372,6.426785278,53.83884479,2898.621208,-1.583115739,48.79379766,2380.83469,0.010272214,3.618970622,13.09694836,0.153889582,0.071182787,0.005066989,2060.56282,1232.659866,1519450.344,2440.035826,655.1956827,429281.3826,23.272826,6.714159057,45.07993184,4432.63153,2449.790527,6001473.626,1.459248088,1.856007624,3.4447643,0.027078101,0.099226097,0.009845818,0.074963077,0.083949779,0.007047565,5.65E-06,0.135005191,0.018226402,-1.14E-06,0.069872305,0.004882139,2.654040816,1.414838539,2.001768091
32,deconstruction.mp3,sad,123.046875,153258,1266.595041,0.298061611,0.305695833,0.093449942,0.420316727,0.285439344,0.081475619,0.241611473,0.157978573,0.02495723,10.22858819,76.20195655,5806.738182,-3.755188398,51.69228109,2672.091924,0.011395268,3.366728121,11.33485824,0.190383747,0.098958217,0.009792729,1567.493584,1088.520375,1184876.606,1930.995602,576.168737,331970.4135,23.48129033,6.173941252,38.11755058,3034.698316,2001.018882,4004076.567,1.788288413,2.395732505,5.739534234,0.01375502,0.094183186,0.008870473,0.061576725,0.081884056,0.006704999,-0.000467382,0.180299222,0.032507807,-0.00052308,0.078729033,0.00619826,4.350258503,2.134737047,4.55710226
33,bubbly.mp3,relax,129.1992188,160187,1271.325397,0.285136871,0.304616601,0.092791273,0.407129522,0.292148034,0.085350474,0.238864842,0.162101575,0.026276921,12.7132254,70.07158111,4910.026479,-4.762874415,46.34998833,2148.321418,0.012493436,3.417252642,11.67761562,0.222230464,0.086925656,0.007556069,1880.732963,1093.087341,1194839.936,2220.628129,713.6530943,509300.7391,23.80853652,6.749113853,45.5505378,3809.314466,2281.991704,5207486.137,2.152222198,2.757624048,7.604490392,-0.007923848,0.098266254,0.009656257,0.073488785,0.061428697,0.003773485,8.55E-06,0.194402665,0.037792396,3.93E-05,0.095215976,0.009066082,4.150566893,2.398980658,5.755108198
34,Lana Del Rey - West Coast.mp3,relax,123.046875,147282,1237.663866,0.451646528,0.292056648,0.085297086,0.427962434,0.295604633,0.087382099,0.233251532,0.170079559,0.028927056,10.6845592,69.14168156,4780.572129,6.080757201,45.91295432,2107.999374,0.006188416,3.783425251,14.31430663,0.202259779,0.072301611,0.005227523,1585.183178,842.0506837,709049.3538,2079.509492,657.9154245,432852.7058,20.31737744,6.637080277,44.0508346,3433.425072,2047.911711,4193942.376,2.133804162,2.59681625,6.743454635,-0.017815639,0.087520448,0.007659829,0.054751936,0.044886973,0.00201484,1.03E-05,0.152304396,0.02319663,0.00020548,0.100624301,0.01012525,2.34985941,1.571797132,2.470546225
35,everything you want.mp3,happy,95.703125,119601,1286.032258,0.341326683,0.298960105,0.089377145,0.496381316,0.26505889,0.070256215,0.26014207,0.12513767,0.015659437,6.792665687,41.157296,1693.923014,-1.177593535,47.53732695,2259.797453,0.010278023,3.289983331,10.82399032,0.152596533,0.081412815,0.006628047,1849.622478,768.7058852,590908.738,2142.937273,581.829541,338525.6148,20.33915789,6.64757094,44.1901994,3945.659474,1655.012685,2739066.988,1.876645942,2.490076703,6.200481985,-0.002695755,0.070340969,0.004947852,0.076139751,0.050812634,0.002581924,-6.82E-06,0.127303705,0.016206233,4.27E-05,0.074477777,0.005546939,2.122303855,1.049182287,1.100783472
36,The Scientist.mp3,sad,73.828125,89172,1255.943662,0.311732833,0.285416912,0.081462814,0.506896411,0.251155898,0.063079285,0.256263035,0.132900678,0.01766259,2.371928937,13.15989766,173.1829065,-8.411163456,55.17193387,3043.942287,0.008735131,2.771396334,7.680637641,0.095787413,0.038637903,0.001492888,1514.805678,836.4750931,699690.5815,1663.907827,637.9445842,406973.2925,24.51423969,6.454481501,41.66033144,3010.698461,1786.992892,3193343.597,1.118091818,1.30032589,1.690847421,-0.008568909,0.084402869,0.007123844,0.074183981,0.052584192,0.002765097,2.66E-07,0.089075975,0.007934529,-6.56E-06,0.029395204,0.000864078,5.784090703,2.946775091,8.683483438
37,miley cyrus - can't be tamed.mp3,angry,117.4538352,145577,1265.886957,0.389907229,0.298203927,0.088925582,0.600942704,0.240118625,0.057656954,0.274860101,0.088234109,0.007785258,14.78974833,93.73588411,8786.415969,6.66411771,21.46951737,460.9401759,0.01255748,2.460072989,6.05195911,0.258569896,0.081952117,0.006716149,3260.511824,768.0563199,589910.5106,3040.241297,261.2557086,68254.54529,18.55400427,6.254642268,39.1205499,7255.047796,1062.394312,1128681.674,3.462182224,3.979471573,15.836194,-0.003686135,0.046388197,0.002151865,0.161090107,0.078479885,0.006159092,5.46E-05,0.168333143,0.028336046,-0.000455353,0.139692441,0.01951398,2.166421769,1.214097246,1.474032123
38,fort minor - get me gone.mp3,angry,99.38401442,129153,1291.53,0.435690598,0.315856876,0.099765566,0.451328776,0.306608086,0.094008518,0.252247702,0.14037247,0.01970443,15.95893856,129.6369395,16805.73608,-1.857633657,56.24435374,3163.427328,0.001053834,4.882321776,23.83706593,0.211183533,0.160234988,0.02567525,2023.028557,1255.8258,1577098.44,2189.76639,635.1488908,403414.1135,20.43443924,6.647911594,44.19472857,3938.763683,2422.845765,5870181.6,2.205894116,3.596082206,12.93180723,-0.007996189,0.082585557,0.006820374,0.090530254,0.093956099,0.008827749,2.64E-05,0.194444641,0.037808716,-4.05E-05,0.126174912,0.015920108,2.027102041,1.243516917,1.546334323
39,Boston.mp3,angry,69.83741554,85583,1258.573529,0.204444491,0.297649916,0.088595472,0.393513588,0.281533456,0.079261087,0.23450161,0.168351799,0.028342328,0.529315553,7.02768074,49.38829658,-14.48677167,83.31216675,6940.917128,0.005006694,2.808399274,7.887106481,0.04073092,0.030308375,0.000918598,1804.95464,1057.653742,1118631.437,1687.969484,867.1633222,751972.2273,23.09034027,7.140617235,50.9884145,3135.351874,2345.13785,5499671.538,0.32662394,0.504906401,0.254930474,0.035107809,0.092238862,0.008508008,0.113016512,0.071355541,0.005091613,1.16E-06,0.044723678,0.002000207,-9.02E-08,0.017840005,0.000318266,2.312707483,1.355564168,1.837554213
40,lana del rey - young and beautiful.mp3,sad,112.3471467,137974,1254.309091,0.342573373,0.292867498,0.085771371,0.43174823,0.267377698,0.071490833,0.235763009,0.166580722,0.027749137,5.321710183,40.83566373,1667.551432,2.56137427,52.3095011,2736.283906,0.014394529,1.950733782,3.80536229,0.134172797,0.070552014,0.004977587,1442.001915,684.1203701,468020.6808,1984.783258,634.9066112,403106.405,21.31100028,6.152356484,37.8514903,2987.294436,1674.584201,2804232.246,1.45747178,1.839798874,3.384859896,-0.003111616,0.084891371,0.007206545,0.054911799,0.034409799,0.001184034,-7.32E-06,0.129419863,0.016749501,7.00E-07,0.040507257,0.001640838,13.38630385,8.356027421,69.82319426
41,Coldplay - Miracles.mp3,sad,92.28515625,117587,1278.119565,0.379634146,0.303268935,0.091972047,0.429242721,0.293699786,0.086259564,0.230423838,0.173891312,0.030238188,10.14223395,98.6168835,9725.289711,-0.21176339,37.53988515,1409.242977,0.012010897,2.488427274,6.1922703,0.181826591,0.103697136,0.010753096,1981.215124,738.7037279,545683.1976,2358.212905,384.1411608,147564.4314,22.55778883,8.083280823,65.33942887,4307.190622,1605.852093,2578760.943,1.723053073,2.088852202,4.36330352,-0.018500128,0.089242867,0.007964289,0.073100654,0.061467806,0.003778291,3.13E-06,0.182680175,0.033372048,-1.44E-05,0.075397134,0.005684728,3.888181406,2.049435277,4.200184956
42,what I've done.mp3,angry,123.046875,153922,1399.290909,0.38061029,0.298550957,0.089132674,0.472212675,0.279178985,0.077940906,0.245687043,0.151562561,0.02297121,6.946963843,62.12976435,3860.107619,-1.169554399,43.98736847,1934.888585,0.009100347,2.576110925,6.6363475,0.147147253,0.106265351,0.011292324,2635.410285,877.9283668,770758.2173,2469.655306,627.8624408,394211.2446,21.28964961,7.342395723,53.91077496,5503.291722,1804.74078,3257089.284,1.982661544,2.957938192,8.749398349,0.010734302,0.080466186,0.006474807,0.123520417,0.062103955,0.003856901,-1.47E-05,0.136457726,0.018620711,0.000118981,0.079444021,0.006311352,7.36769161,1.438608776,2.069595211
43,09  Lady GaGa - Again Again(1).mp3,angry,184.5703125,229352,1274.177778,0.377722499,0.304872426,0.092947196,0.410079484,0.283521808,0.080384616,0.236292592,0.165828659,0.027499144,15.3450235,88.83671469,7891.961877,4.496920887,33.16871785,1100.163844,0.014611316,3.034664986,9.209191576,0.253658056,0.097195685,0.009447002,2715.980455,785.0544222,616310.4458,2582.924,514.1911293,264392.5175,20.93407853,6.826770467,46.604795,5570.99548,1738.406785,3022058.15,3.170413026,3.752470913,14.08103795,0.009659038,0.089714093,0.008048619,0.123630961,0.055665566,0.003098655,9.66E-06,0.213494048,0.045579709,2.73E-05,0.108772427,0.011831441,3.545687075,2.154858081,4.643413348
44,won't back down-eminem.mp3,angry,172.265625,227712,1279.280899,0.42829629,0.28749923,0.082655807,0.54747965,0.258412867,0.06677721,0.266250688,0.111552249,0.012443904,20.03581117,121.7880419,14832.32714,5.581534043,28.12097025,790.788968,0.006907003,2.549798108,6.501470392,0.291715771,0.114660516,0.013147034,2726.340544,754.2605486,568908.9751,2552.93257,593.4556077,352189.5583,19.75094831,6.561936571,43.05901156,5696.144723,1682.907176,2832176.562,4.094272606,4.796080647,23.00238957,-0.016577014,0.06025901,0.003631148,0.137955704,0.06136127,0.003765205,-2.12E-06,0.192263559,0.036965277,-7.80E-06,0.165385008,0.027352201,3.156752834,1.734088771,3.007063865
45,Sia - Chandelier.mp3,happy,117.4538352,37042,649.8596491,0.324708889,0.299951838,0.089971105,0.428099289,0.282900471,0.080032677,0.24247706,0.156646764,0.024538209,17.81621356,119.131251,14192.25496,2.120533458,36.18286442,1309.199677,0.016804663,3.298242769,10.87840536,0.252944201,0.135737747,0.018424734,2622.925352,885.2241949,783621.8753,2673.549528,484.6716414,234906.6,20.8536017,6.812496805,46.41011272,5478.741871,1914.56772,3665569.556,3.028283122,3.933042288,15.46882164,-0.013721535,0.082415989,0.006792395,0.112878569,0.05277842,0.002785562,1.87E-05,0.227405638,0.051713321,0.000134345,0.106656544,0.011375619,2.17106576,1.282836825,1.64567032
46,Jason Mraz - 3 Things.mp3,relax,99.38401442,127049,1296.418367,0.337353994,0.305409965,0.093275247,0.475143699,0.28190315,0.079469386,0.255947937,0.133506505,0.017823987,5.8899301,54.97753553,3022.529413,-2.146676659,44.51984257,1982.016383,0.013028546,2.933266504,8.604052384,0.140201181,0.078930676,0.006230052,2241.111395,935.4604526,875086.2585,2549.618099,456.7144979,208588.1326,22.26626442,6.155406784,37.88903267,4910.820305,1816.998029,3301481.836,1.405990132,1.831808546,3.355522549,0.01548627,0.079792727,0.006366879,0.082234008,0.070461533,0.004964828,-1.84E-05,0.111668572,0.01246987,-7.49E-05,0.08481738,0.007193988,2.890884354,1.216191536,1.479121852
47,Lollipop.mp3,happy,95.703125,119498,1271.255319,0.464148015,0.309187395,0.095596845,0.554561134,0.272917157,0.074483775,0.265034553,0.114411621,0.013090019,12.12954056,97.94172606,9592.581703,4.276200457,41.99451229,1763.539063,0.011406755,4.156588496,17.27722792,0.207232714,0.107610255,0.011579967,2245.415506,1056.665367,1116541.697,2295.644412,492.3131033,242372.1917,20.42029573,8.065927902,65.05919291,4414.448306,1867.420095,3487257.811,2.271944717,2.967982952,8.808922804,0.004732107,0.056181989,0.003156416,0.099628271,0.080286086,0.006445856,2.37E-05,0.152954027,0.023394935,-0.00167657,0.136367798,0.018596178,2.766657596,1.535017708,2.356279365
48,Karmin - Sugar.mp3,happy,95.703125,119050,1280.107527,0.419485918,0.298283686,0.088973157,0.478323186,0.279604372,0.078178605,0.251366861,0.141943772,0.020148034,9.042551293,70.25399161,4935.623338,0.926778003,38.54265088,1485.535937,0.01190433,3.593644988,12.9142843,0.18275699,0.08938954,0.00799049,2491.649077,841.5758696,708249.9443,2506.142091,579.4471633,335759.015,21.83362703,7.03690064,49.51797061,5174.385378,1818.071885,3305385.379,2.041267461,2.565268568,6.580602828,-0.000825514,0.072263856,0.005222065,0.109023339,0.062689603,0.003929986,2.68E-06,0.153079659,0.023433382,6.96E-05,0.094689324,0.008966069,7.285260771,3.392735544,11.51065447
49,you can trust in me.mp3,happy,135.9991776,167800,1252.238806,0.340273911,0.312863254,0.097883416,0.481509174,0.300863207,0.090518669,0.244085562,0.154128425,0.023755572,7.337508224,95.83581573,9184.503576,1.132703958,47.88955102,2293.409096,0.015502304,4.14016865,17.14099645,0.14618355,0.10617739,0.011273637,2699.499443,1327.847745,1763179.634,2920.417556,656.6742857,431221.1175,21.33860107,6.239660459,38.93336264,6155.266947,2683.76526,7202595.97,1.284207893,1.896763094,3.597710236,-0.012454829,0.081181899,0.006590501,0.102750324,0.096246693,0.009263426,-2.37E-05,0.109123118,0.011907855,6.65E-05,0.114902243,0.013202526,2.973315193,1.580347367,2.4974978
50,"augustana - either way, i'll break your heart someday.mp3",sad,86.1328125,83817,1132.662162,0.390356983,0.292415013,0.08550654,0.507295575,0.265987659,0.070749434,0.258208522,0.129080178,0.016661692,19.8494694,125.1658505,15666.49012,6.917626636,31.7998454,1011.230167,0.011784712,2.553376421,6.519731147,0.292499542,0.059825871,0.003579135,2050.619336,877.2517967,769570.7148,2300.150414,482.9441849,233235.0857,21.10897123,7.020117621,49.28205141,4478.27292,1780.202388,3169120.544,3.357598848,3.582197003,12.83213537,-0.009186807,0.062756358,0.00393836,0.080773699,0.057575775,0.00331497,6.71E-06,0.24457635,0.05981759,-0.00020498,0.097153179,0.00943874,4.585941043,2.611470785,6.81977966
51,BLOATED.MP3,happy,89.10290948,105821,1230.476744,0.411383184,0.307858273,0.094776716,0.475259232,0.294254773,0.086585871,0.251517292,0.141677046,0.020072385,19.64699061,184.0529434,33875.48598,3.654604786,34.69396453,1203.671175,0.008858223,4.825269812,23.28322876,0.268793643,0.127159268,0.016169481,2545.804356,1144.15392,1309088.192,2597.21578,597.750569,357305.7427,21.31846471,8.340406479,69.56238023,5396.792366,2249.117654,5058530.221,2.805227529,3.440371508,11.83615612,0.007133011,0.076418607,0.005839803,0.107089111,0.080996881,0.006560495,-7.42E-06,0.187407717,0.035121653,-0.000411323,0.178013921,0.031688955,2.706285714,1.729184816,2.990080126
52,Valentine.mp3,relax,151.9990809,187708,1526.081301,0.295066879,0.322210677,0.103819721,0.488433296,0.308276542,0.095034427,0.250607019,0.143281036,0.020529455,4.694198467,56.18554731,3156.815726,-8.414350445,65.58126024,4300.901695,0.010982017,2.706455857,7.324903305,0.111803152,0.089948133,0.008090666,2191.450471,1202.412457,1445795.716,2165.804248,596.0846685,355316.932,21.66672273,7.534512734,56.76888213,4113.504293,2348.011026,5513155.78,1.031255836,1.649936711,2.72229115,0.020752218,0.083104451,0.00690635,0.109773524,0.091293528,0.008334508,-1.17E-05,0.096264318,0.009266819,0.000177608,0.095030487,0.009030793,6.361106576,3.166315408,10.02555326
53,True Colors.mp3,sad,172.265625,216180,1271.647059,0.237064829,0.304268887,0.092579556,0.412160561,0.287067559,0.082407784,0.242595036,0.156463995,0.024480982,2.027239767,21.06429698,443.7046074,-12.26818207,66.18713431,4380.736749,0.004080511,3.682386369,13.55996937,0.077362642,0.065780953,0.004327133,2305.265505,1300.136992,1690356.198,2197.305525,746.3845062,557089.831,23.46004898,7.346178158,53.96633352,4339.240428,2500.288488,6251442.521,0.708254222,1.177402755,1.386277248,-0.017277701,0.092707009,0.008594589,0.116693172,0.104740212,0.010970512,7.90E-06,0.083341964,0.006945883,-8.68E-06,0.04176027,0.00174392,3.953197279,2.34833855,5.514693947
54,Lady GaGa&Rihanna-Animal.mp3,angry,86.1328125,107949,1269.988235,0.509037474,0.275981055,0.076165543,0.582373203,0.253044679,0.06403161,0.269325316,0.103909611,0.010797207,9.885167176,65.50584163,4291.015288,5.277606918,41.74442117,1742.596699,0.002935356,3.737780873,13.97100585,0.187318355,0.090247907,0.008144684,1935.327468,855.3297164,731588.9238,2400.206322,507.494014,257550.1742,18.38211228,6.881272573,47.35191222,4332.390469,1845.824265,3407067.217,2.183551292,2.975606024,8.854231211,0.010644934,0.044517091,0.001981771,0.068024721,0.054827618,0.003006068,-1.32E-05,0.111188665,0.01236292,5.26E-05,0.130817637,0.017113255,2.275555556,1.295685953,1.678802089
55,The Black Keys - Fever.mp3,happy,129.1992188,162804,1281.92126,0.449830628,0.304587575,0.092773591,0.519208091,0.285057622,0.081257848,0.259222527,0.127031551,0.016137015,15.59782075,102.925665,10593.69252,6.57800758,37.05370788,1372.977268,0.018037925,3.761580208,14.14948566,0.244390577,0.086038888,0.00740269,1928.719048,753.9694207,568469.8873,2456.483197,486.9000922,237071.6998,19.48097185,6.970322925,48.58540168,4512.414381,1876.604922,3521646.035,2.441156469,2.965714736,8.795463895,-0.002814189,0.066014475,0.004357911,0.053514983,0.037709641,0.001422017,2.38E-05,0.174495086,0.030448537,9.07E-05,0.147288889,0.021694016,2.501950113,1.491705893,2.225186472
56,We Are Young (feat. Janelle Monáe).mp3,happy,117.4538352,71272,890.9,0.412168163,0.306941496,0.094213082,0.524924766,0.268525905,0.072106162,0.266175814,0.111730789,0.012483769,5.740612057,51.66872446,2669.657088,-0.662636338,47.10300708,2218.693276,0.015708192,4.010662766,16.08541582,0.131840751,0.091039501,0.008288191,2082.057871,1058.249258,1119891.493,2345.102031,535.3175489,286564.8781,20.11283864,7.04302317,49.60417537,4299.557334,1976.418352,3906229.504,1.584482484,2.339912021,5.475188267,0.001181555,0.066394531,0.004408234,0.086031226,0.082700278,0.006839336,-8.99E-06,0.115353286,0.013306381,-0.000113213,0.072161503,0.005207282,2.700480726,1.491764175,2.225360353
57,U2 - Invisible.mp3,angry,135.9991776,157377,1259.016,0.500244013,0.278644421,0.077642714,0.550610674,0.255454097,0.065256796,0.264837154,0.114867816,0.013194615,20.75640508,146.4581425,21449.9875,7.342162192,35.6594467,1271.596139,0.012272993,3.166961449,10.02964482,0.288273811,0.098802269,0.009761889,2278.337478,1209.556903,1463027.902,2452.143376,682.0041513,465129.6624,20.68039531,6.958179078,48.41625609,4978.157398,2334.212253,5448546.842,2.985267282,3.478472017,12.09976757,0.006931308,0.056040497,0.003140537,0.086133644,0.0765766,0.005863976,-9.59E-05,0.221048281,0.048862342,-0.001736992,0.135683447,0.018409997,2.952417234,1.412114531,1.994067448
58,05 Can't Stop Looking.mp3,angry,117.4538352,149656,1268.271186,0.38447481,0.296974626,0.088193929,0.496820488,0.273577739,0.074844779,0.254130476,0.136934417,0.018751034,17.08610045,89.80545797,8065.020282,5.713810169,25.49932507,650.2155792,0.019535258,2.929327827,8.580961518,0.270545274,0.086223774,0.007434539,2747.224784,986.0288504,972252.8937,2702.120315,360.0303899,129621.8816,19.8028955,6.680663568,44.63126571,5862.927048,1619.273281,2622045.959,3.654924852,4.320523664,18.66692473,0.019299509,0.070163672,0.004922941,0.129559118,0.083318753,0.006942015,-3.29E-05,0.201171622,0.040470023,-0.000393462,0.142241448,0.020232631,5.575111111,1.869341914,3.494439192
59,communication.mp3,sad,123.046875,158997,1292.658537,0.293995648,0.296104469,0.087677856,0.392877169,0.281894746,0.079464648,0.226888764,0.178479192,0.031854822,4.407462668,31.29081124,979.1148682,-4.384799861,54.9952701,3024.479733,0.012102033,2.334738624,5.451004443,0.124447137,0.059481777,0.003538082,1587.945312,794.5187793,631260.0907,2021.939705,729.4349031,532075.2779,23.34134381,6.249215298,39.05269184,3376.092085,1889.312031,3569499.951,1.175042651,1.435989085,2.062064653,-0.015533103,0.103332556,0.010677617,0.060871514,0.043148082,0.001861757,-2.88E-06,0.121549502,0.014774282,1.01E-06,0.037108038,0.001377006,4.84368254,2.648931775,7.016839548
