,song_name,class,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
60,P!nk - Trouble.mp3,angry,135.9991776,99409,974.5980392,0.441784164,0.28007065,0.078439569,0.518537678,0.261397353,0.068328576,0.263078843,0.118839621,0.014122856,14.61756236,69.87923944,4883.108104,4.925074247,30.01727607,901.0368624,0.011595283,2.905464714,8.441725206,0.24954249,0.094421715,0.00891546,2679.644513,743.3595582,552583.4327,2615.650419,441.7020676,195100.7165,19.59520941,7.063240969,49.88937299,5653.874145,1489.559339,2218787.024,3.743096375,4.551466451,20.71584685,0.006931357,0.05984022,0.003580852,0.125165343,0.054858752,0.003009483,-1.91E-05,0.181658223,0.032999709,-6.55E-05,0.126434714,0.015985738,2.41139229,1.353750738,1.83264106
61,My Savior My God.mp3,sad,151.9990809,199796,1289.006452,0.286316926,0.298905456,0.089344472,0.406300426,0.285722644,0.081637429,0.230269608,0.174095494,0.030309241,6.383732988,43.53035027,1894.891395,-2.832072652,53.48991965,2861.171505,0.014187906,3.615326853,13.07058826,0.157077119,0.05755366,0.003312424,1801.070259,1192.847407,1422884.936,2236.889653,859.0128535,737903.0825,23.30931289,6.547888062,42.87483807,4043.467216,2746.851446,7545192.866,1.405654418,1.742542511,3.036454403,-0.014445246,0.09693085,0.00939559,0.061783073,0.067273226,0.004525687,4.57E-06,0.142378971,0.020271771,6.93E-05,0.059168607,0.003500924,3.267047619,1.808282946,3.269887214
62,keep on walking.mp3,relax,89.10290948,108713,1264.104651,0.39053911,0.313667135,0.098387072,0.496854334,0.282233462,0.079655727,0.256427902,0.132582294,0.017578065,6.202968755,42.31141527,1790.255863,-2.393596932,45.46645003,2067.198078,0.008906781,3.668794156,13.46005056,0.141389966,0.090170637,0.008130744,2527.527083,876.2790443,767864.9635,2430.062287,390.3044144,152337.5359,20.17552258,7.223677347,52.18151441,5103.810805,1490.1996,2220694.848,1.77923065,2.672028045,7.139733872,-0.011597275,0.076993657,0.005928023,0.127346547,0.089625746,0.008032774,-7.10E-06,0.109032549,0.011888096,6.20E-06,0.096153758,0.009245546,4.401342404,2.66379007,7.095777538
63,Twisted Nerve (Album Version).mp3,relax,117.4538352,141664,1264.857143,0.221866888,0.307322361,0.094447033,0.45731543,0.277348234,0.076922043,0.248120891,0.147544423,0.021769357,0.671050156,3.973575235,15.78930014,-15.76773016,92.33911858,8526.512821,0.009834326,2.467823818,6.090154396,0.053499423,0.02980236,0.000888181,1384.171332,420.7154853,177001.5196,1032.291232,179.531551,32231.57782,23.70496948,7.76592259,60.30955368,1945.267404,395.6436032,156533.8608,0.508887546,0.75689807,0.572894688,0.015796016,0.082046121,0.006731566,0.129670418,0.050089538,0.002508962,-3.93E-06,0.049493026,0.00244956,-2.57E-05,0.023114286,0.00053427,3.593287982,1.606073673,2.579472644
64,fort minor - degrees.mp3,angry,80.74951172,102175,1277.1875,0.421480178,0.304362367,0.09263645,0.52614059,0.272541974,0.074279128,0.264738063,0.11509601,0.013247092,14.4232106,95.23317796,9069.358184,1.654116701,39.8827524,1590.633939,0.009301962,3.352471347,11.23906413,0.224183217,0.113076232,0.012786234,2064.239765,851.642488,725294.9274,2362.336787,593.9508207,352777.5775,20.29881835,7.182197636,51.58396288,4457.214714,2022.342791,4089870.362,2.630505211,3.381606684,11.43526377,-0.00445456,0.064659181,0.00418081,0.083447719,0.058173659,0.003384175,-3.48E-06,0.17608507,0.031005953,-0.000124783,0.116621882,0.013600663,2.493823129,1.518883243,2.307006305
65,TheSaltwaterRoom.mp3,relax,112.3471467,141127,1282.972727,0.286055857,0.287962002,0.082922115,0.430458535,0.278732573,0.077691847,0.241591126,0.158009687,0.024967061,3.844923075,21.6765721,469.8737782,-4.623112931,44.15077657,1949.291072,0.003404315,4.005628969,16.04506343,0.125496849,0.048992537,0.002400269,2338.907356,1113.573007,1240044.842,2418.399109,611.1843948,373546.3644,24.30384751,7.161374809,51.28528916,4904.191178,2175.784994,4734040.339,1.348326971,1.681602572,2.827787211,0.023832239,0.094859533,0.008998331,0.098030397,0.059513487,0.003541855,-4.79E-06,0.11295855,0.012759634,5.04E-06,0.054577395,0.002978692,2.665650794,1.643648071,2.701578982
66,09 Two Days Old.mp3,angry,89.10290948,111193,1263.556818,0.417689522,0.298966076,0.089380715,0.522549055,0.264303343,0.069856257,0.260395108,0.124610276,0.015527721,19.22454323,119.6404072,14313.82704,4.869211736,22.00198358,484.0872815,0.015748295,2.318362461,5.374804498,0.283531308,0.099084117,0.009817662,3110.351939,876.3869878,768054.1524,2907.482606,333.8576598,111460.937,19.0515848,6.838758481,46.76861756,6807.338004,1269.131294,1610694.242,3.826566003,4.369325235,19.09100301,0.013555101,0.06351605,0.004034289,0.159003763,0.095097573,0.009043548,-2.33E-05,0.213585109,0.045618601,-0.000178513,0.138323158,0.019133294,4.024018141,2.299749838,5.288849318
67,Neon Trees - Everybody Talks.mp3,happy,151.9990809,191734,1261.407895,0.355992153,0.305074033,0.093070166,0.538706546,0.258082994,0.066606832,0.264013699,0.116748019,0.0136301,12.82402759,91.66717108,8402.870254,1.406637081,30.78036598,947.4309298,0.012947766,2.574310966,6.627076951,0.227062926,0.108579144,0.01178943,2706.165087,803.4207256,645484.8623,2374.743298,487.6032149,237756.8952,20.16715428,7.200830203,51.85195561,5265.522327,1572.476289,2472681.678,3.173689858,3.900664233,15.21518146,0.007231819,0.063525954,0.004035547,0.143138968,0.070225338,0.004931598,-4.48E-06,0.18379955,0.033782277,2.82E-06,0.116175823,0.013496822,2.604117914,1.286860592,1.656010182
68,04 Cash Cash.mp3,happy,78.30255682,96777,1256.844156,0.365508221,0.291254092,0.084828946,0.520943074,0.268443013,0.072061651,0.259558766,0.126343106,0.01596258,20.55816446,104.627183,10946.84741,5.380153314,25.09520885,629.7695072,0.015801155,2.676035007,7.161163356,0.300100654,0.094890833,0.00900427,2721.043867,868.4274012,754166.1511,2635.11668,434.5194935,188807.1902,20.41124837,6.975921795,48.66348489,5713.632117,1665.208425,2772919.098,4.109289954,4.815355279,23.18764647,-0.010851068,0.071207066,0.005070446,0.133790385,0.072843135,0.005306122,-0.000117496,0.219225794,0.048059948,0.000514581,0.155716091,0.024247503,6.940444444,4.839998338,23.42558391
69,arctic monkeys - why'd you only call me when you're high？.mp3,relax,92.28515625,111096,1248.269663,0.41457777,0.31478,0.099086448,0.554260156,0.273151365,0.074611668,0.271727112,0.097456196,0.00949771,14.39812755,184.0143543,33861.28259,1.978294318,42.94710972,1844.454233,0.007991884,4.448436508,19.78858736,0.204127848,0.142933905,0.020430101,1986.631812,1047.313913,1096866.433,2276.398783,560.0424553,313647.5518,18.79927345,6.880925318,47.34713324,4145.679098,2170.260208,4710029.373,2.124752924,2.937302221,8.627744336,0.00642864,0.054188736,0.002936419,0.080374797,0.071914988,0.005171765,-0.000451762,0.118255407,0.013984341,-0.000574952,0.173323154,0.030040914,3.385469388,1.878946334,3.530439326
70,We Belong To No One.mp3,relax,103.359375,121489,1227.161616,0.412173376,0.289650775,0.083897571,0.475305128,0.283821157,0.080554449,0.247911319,0.147896285,0.021873311,7.804452697,55.05395395,3030.937845,0.63263663,59.00998787,3482.178669,0.010941433,3.3725131,11.37384461,0.157164648,0.092934817,0.00863688,1245.041369,539.0486551,290573.4525,1788.159399,549.0263113,301429.8905,20.84574024,6.862720186,47.09692834,2477.889183,1404.785224,1973421.526,1.695217623,2.360426697,5.571614191,0.011558463,0.078945665,0.006232418,0.046755386,0.02969187,0.000881607,-3.74E-06,0.146138757,0.021356536,-8.21E-05,0.069241516,0.004794388,7.426902494,4.804422827,23.0824787
71,shut up and drive.mp3,angry,89.10290948,101528,1223.228916,0.497648913,0.28241683,0.079759266,0.492667673,0.275597578,0.075954025,0.25567846,0.134021858,0.017961858,8.292530129,67.21583914,4517.969031,2.401315371,31.18292548,972.3748414,0.015840157,3.312206206,10.97070995,0.173984468,0.092418082,0.008541102,2775.458356,776.0725741,602288.6403,2526.664353,479.4346891,229857.6211,19.4205405,7.554897573,57.07647735,5476.258552,1484.051234,2202408.066,2.264807541,2.796061772,7.817961431,0.001092427,0.068352384,0.004672048,0.138363298,0.082233496,0.006762348,1.26E-05,0.13337101,0.017787825,0.000279465,0.107461594,0.011547994,9.6769161,2.692602551,7.250108498
72,fort minor - where'd you go.mp3,sad,89.10290948,101522,1720.711864,0.357657404,0.312469386,0.097637117,0.434210261,0.282075738,0.079566722,0.239007264,0.16189151,0.026208861,18.24857045,138.0752341,19064.77028,-1.214524433,50.37221795,2537.360341,0.01205252,3.04665876,9.282129599,0.240975112,0.152680069,0.023311205,1807.281786,987.3055985,974772.3448,1884.316287,894.1518293,799507.4938,21.78557706,7.770224814,60.37639365,3778.447986,2141.943328,4587921.22,2.877439643,4.240420331,17.98116458,0.013137448,0.092386281,0.008535225,0.076422251,0.051616884,0.002664303,-1.26E-05,0.19134666,0.036613543,-0.000168818,0.156833187,0.02459665,3.431909297,1.924899228,3.705237038
73,fort minor - move on.mp3,happy,89.10290948,116061,1289.566667,0.43896024,0.304058524,0.092451586,0.477003733,0.283489731,0.080366427,0.250725903,0.143072902,0.020469855,15.38231443,134.3040074,18037.56641,1.115886733,38.33583896,1469.636549,0.014241971,3.566889202,12.72269858,0.224433407,0.128151536,0.016422816,2134.07069,986.9069524,973985.3327,2329.643195,562.9839224,316950.8968,20.69355308,7.810789717,61.008436,4416.681626,2049.196628,4199206.82,2.310945856,2.89061576,8.355659473,-0.015435724,0.068884181,0.00474503,0.090439929,0.070420436,0.004959038,2.94E-06,0.189584956,0.035942458,5.23E-05,0.123778969,0.015321232,3.422621315,1.946843307,3.790198863
74,Please shine.mp3,relax,135.9991776,174681,1284.419118,0.29222529,0.294004034,0.086438372,0.447198244,0.26440522,0.06991012,0.248601455,0.146733261,0.02153065,4.054582069,34.36716196,1181.101821,-6.726907508,61.52674398,3785.540225,0.010638452,2.461480429,6.0588859,0.112753592,0.070701741,0.004998737,1254.294883,859.7829785,739226.7701,1470.742892,737.7075734,544212.4639,24.64302681,5.76778726,33.26736988,2469.705899,1806.994089,3265227.639,1.164922068,1.597901581,2.553289463,-0.013558851,0.097424159,0.009491467,0.058985093,0.051229962,0.002624509,-1.04E-05,0.116076082,0.013473656,-8.78E-05,0.039471209,0.001557976,10.99580952,5.328048562,28.38810148
75,WIND.MP3,happy,172.265625,220248,1411.846154,0.323531719,0.307480327,0.094544151,0.452670499,0.272108035,0.074042783,0.24844133,0.147004214,0.021610239,5.915398243,48.55428926,2357.519006,-2.979803751,59.06547574,3488.730425,0.006856921,2.642200168,6.981221728,0.134411007,0.087827779,0.007713719,1620.032314,1016.883392,1034051.833,1878.141506,863.8703587,746271.9966,22.41212876,6.99108866,48.87532066,3304.792516,2385.190419,5689133.335,1.415643064,2.02635437,4.106112031,0.01484042,0.078073448,0.006095463,0.07567339,0.066791752,0.004461138,9.04E-07,0.127622381,0.016287474,2.30E-06,0.068691812,0.004718565,9.117315193,1.927134187,3.713846176
76,Moriah Peters - Brave.mp3,happy,83.35433468,104925,1279.573171,0.261301131,0.301733632,0.091043185,0.412941183,0.295114405,0.087092512,0.239057569,0.161817218,0.026184812,10.495692,80.58170763,6493.411605,-2.198034067,47.00998728,2209.938904,0.010036968,3.448791122,11.8941602,0.191759408,0.110586725,0.012229424,2439.9152,974.8390935,950311.2583,2576.331476,588.3506541,346156.4922,22.65019325,7.505918506,56.33881262,5210.197661,2208.624238,4878021.023,2.181125448,3.237438694,10.4810093,-0.002230068,0.095342793,0.009090248,0.100717456,0.072158124,0.005206795,-7.91E-06,0.17428273,0.030374469,-2.13E-05,0.091337681,0.008342572,3.796462585,2.431135905,5.910421788
77,Lainey Lou - Oceanside.mp3,relax,161.4990234,203285,1278.522013,0.22377812,0.290799688,0.084564459,0.408198391,0.282413669,0.07975748,0.235395762,0.167099278,0.027922169,5.364904941,36.65231061,1343.391873,-9.154981057,65.08186003,4235.648506,0.001170721,3.03026041,9.182478155,0.140612856,0.05736706,0.003290979,1257.367066,968.7097687,938398.616,1491.591388,840.9671428,707225.7353,25.68491794,5.886037401,34.64543628,2308.59854,2089.75599,4367080.097,1.243888275,1.539230147,2.369229446,0.031838877,0.085575922,0.007323238,0.058382678,0.043299047,0.001874807,6.49E-07,0.140438259,0.019722905,-8.68E-07,0.032499757,0.001056234,4.003120181,2.450474324,6.004824415
78,A Wolf At The Door.mp3,sad,143.5546875,171324,1259.735294,0.344986648,0.299521554,0.089713161,0.446675921,0.281523877,0.079255693,0.243250021,0.155443754,0.024162761,9.956716117,51.56228268,2658.668995,0.786217601,45.48100219,2068.52156,0.011697634,3.079806006,9.485205032,0.195834324,0.074896306,0.005609456,1842.288032,875.612553,766697.343,2177.655452,641.1857206,411119.1283,21.9235633,7.224467445,52.19292987,3920.338794,2043.002019,4173857.248,2.331834403,2.827925114,7.997160451,-0.000804155,0.0885003,0.007832303,0.067974457,0.040163361,0.001613096,-1.34E-05,0.162807763,0.026506368,-0.00010155,0.088957533,0.007913442,4.379283447,2.284864775,5.22060704
79,Train - Give It All.mp3,angry,103.359375,127410,1261.485149,0.309597525,0.307883577,0.094792297,0.416523112,0.284799726,0.081110884,0.236599079,0.16539108,0.027354209,9.899345059,75.51993862,5703.261129,-2.803107196,50.04283443,2504.285278,0.010438883,2.668635307,7.121614402,0.187387541,0.091748782,0.008417838,1594.720045,946.5192617,895898.7127,1810.571163,672.7319949,452568.337,22.96565286,6.954034495,48.35859576,3055.160693,1974.526916,3898756.541,1.956756029,2.471949576,6.110534705,-0.012336806,0.092321672,0.008523291,0.072735766,0.05442533,0.002962117,7.96E-06,0.161354586,0.026035301,-0.000168693,0.098673962,0.009736551,3.892825397,2.264014344,5.12576095
80,Train - Angel In Blue Jeans.mp3,sad,117.4538352,145221,1344.638889,0.328626203,0.310391007,0.096342577,0.503294159,0.285800679,0.081682028,0.254732295,0.135811601,0.018444791,10.07417379,88.13760423,7768.237279,-0.698647545,41.07781433,1687.38683,0.010799603,2.62376848,6.884161038,0.193302065,0.086583927,0.007496776,1937.366484,871.3296638,759215.3831,2229.47178,400.2110007,160168.8451,21.65209824,6.516989284,42.47114932,3941.497,1708.990514,2920648.578,2.142132515,2.697207865,7.274930269,0.009112634,0.072734406,0.005290294,0.080081715,0.063544421,0.004037893,6.40E-06,0.140029401,0.019608231,3.53E-05,0.126012355,0.015879113,4.102965986,2.079347911,4.323687736
81,weezer-where-is-my-mind-pixies-cover.mp3,angry,151.9990809,193312,1280.211921,0.393778538,0.308381022,0.095098854,0.342756151,0.297364022,0.088425361,0.204997408,0.20324713,0.041309396,13.07729706,85.64533272,7335.123017,4.770731225,40.41760898,1633.583116,0.012327219,2.035740366,4.144238839,0.216120243,0.095117919,0.009047418,1824.874016,611.8917505,374411.5143,2362.02909,460.1437724,211732.2913,20.20605073,6.603502748,43.60624854,4166.170641,1558.778695,2429791.021,1.930277136,2.306397217,5.319468125,-0.012020443,0.105303433,0.011088813,0.054388182,0.037279964,0.001389796,4.31E-06,0.217358187,0.047244579,1.43E-05,0.048008677,0.002304833,2.766657596,2.024831637,4.099943159
82,Never Fall in Love.mp3,sad,92.28515625,101174,1218.963855,0.233328586,0.302788224,0.091680709,0.304712902,0.305787198,0.093505811,0.201945049,0.206280223,0.042551531,3.94472006,23.85778572,569.1939395,-11.18604105,84.46321995,7134.035524,0.007008283,1.863981011,3.47442521,0.122304678,0.040707916,0.001657134,657.1497031,330.3022906,109099.6032,1038.921961,538.3127943,289780.6645,30.10656295,7.832195101,61.34328009,993.1523279,716.4382649,513283.7874,0.815656137,0.923650529,0.8531303,0.030408718,0.123965801,0.01536752,0.028454288,0.012721655,0.00016184,1.23E-06,0.127337173,0.016214756,-1.44E-05,0.008718585,7.60E-05,4.461714286,2.290060596,5.244377534
83,Someone To Save You.mp3,sad,86.1328125,106223,1249.682353,0.334175777,0.286835152,0.082274404,0.5040147,0.262731413,0.069027795,0.256458962,0.132522203,0.017562134,11.51104783,55.92908183,3128.062194,1.252540871,29.39507775,864.0705958,0.010892374,2.285163626,5.221972798,0.223416254,0.063069396,0.003977749,2221.991125,593.4815906,352220.3983,2251.578612,357.9252134,128110.4584,21.21794761,6.128712502,37.56111693,4460.023031,1213.221001,1471905.198,3.188307946,3.551515664,12.61326351,0.013514048,0.076336974,0.005827334,0.109276928,0.039978446,0.001598276,9.09E-07,0.181586668,0.032973718,-3.81E-05,0.096450508,0.0093027,4.721777778,3.373414918,11.37992821
84,chris-Life After You.mp3,sad,151.9990809,196475,1284.150327,0.342809191,0.293625676,0.086216037,0.414114337,0.279671198,0.078215979,0.232780942,0.170723069,0.029146366,15.80215868,78.18927528,6113.562768,4.53480798,27.95352983,781.39983,0.015895309,2.148498769,4.616046959,0.253533423,0.094370939,0.008905874,2427.549369,699.1195172,488768.0994,2513.277075,358.1919399,128301.4658,20.72686848,6.289292421,39.55519916,5186.243639,1397.140334,1952001.113,3.411175451,4.068801828,16.55514832,-0.001620372,0.089367406,0.007986533,0.10341453,0.045181755,0.002041391,1.75E-06,0.210061446,0.044125814,2.36E-05,0.105643347,0.011160517,2.86185941,1.745051429,3.045204488
85,You.mp3,relax,92.28515625,117579,1292.076923,0.315854149,0.29991256,0.089947543,0.451849664,0.27174035,0.073842818,0.245638855,0.151640648,0.022994886,9.689335068,51.71956067,2674.912956,-1.497189912,33.29434335,1108.513299,0.01276204,2.306518909,5.320029477,0.195786059,0.078860849,0.006219034,2523.77647,765.981299,586727.3504,2745.187296,402.5540265,162049.7442,22.47568475,6.368157255,40.55342683,5722.998727,1631.374762,2661383.613,2.372988131,3.07479723,9.454378005,0.000706471,0.079800758,0.006368161,0.099049855,0.057657762,0.003324418,1.83E-05,0.171888098,0.02954552,7.51E-06,0.075599194,0.005715238,4.613804989,2.364346727,5.590135443
86,Ariana Grande - Problem(Feat. Iggy Azalea).mp3,happy,103.359375,127154,1284.383838,0.384953391,0.315081781,0.099276529,0.483018096,0.295764487,0.087476632,0.252614587,0.139711143,0.019519204,17.47818699,175.4843381,30794.75293,2.455325463,32.26268398,1040.880778,0.007770978,3.276449899,10.73512394,0.248144001,0.132393196,0.017527957,2714.637229,825.4864136,681427.819,2615.973025,430.465379,185300.4425,19.84201332,6.933545706,48.07405606,5598.257815,1626.213293,2644569.675,2.63314311,3.27641402,10.73488883,0.008942323,0.07728191,0.005972494,0.122461656,0.079060787,0.006250608,-4.76E-06,0.224530369,0.050413884,-0.000377188,0.118785039,0.014109886,4.33168254,1.346186258,1.812217441
87,fort minor - be somebody.mp3,angry,117.4538352,149663,1268.330508,0.427950599,0.293158212,0.085941737,0.534662799,0.261086568,0.068166196,0.260781279,0.123800073,0.015326458,21.90923595,111.2364714,12373.55256,4.84158346,46.49608214,2161.885655,0.013582543,3.067546227,9.409839858,0.283450216,0.131801262,0.017371573,1675.445975,836.8582844,700331.7882,1869.94646,765.9359408,586657.8655,21.15164702,10.66340306,113.7081649,3595.165761,1897.674142,3601167.149,4.06280043,5.3063715,28.15757849,-0.005145961,0.061630106,0.00379827,0.073625783,0.047335561,0.002240655,-5.29E-05,0.195374578,0.038171224,-0.00032567,0.168547735,0.028408341,11.94550567,4.530929421,20.52932142
88,with me.mp3,angry,117.4538352,141231,1249.831858,0.286371217,0.289695538,0.083923505,0.471947373,0.269204728,0.072471186,0.247319224,0.1488843,0.022166535,10.77684417,53.8289521,2897.556085,0.224552379,32.95313411,1085.909048,0.014382327,2.298182412,5.2816424,0.208105624,0.073642544,0.005423224,2248.044079,743.5232529,552826.8276,2470.168755,420.2330335,176595.8024,23.06588564,8.887770623,78.99246665,5029.919585,1557.720737,2426493.894,2.551406699,3.074504517,9.452578027,0.018275673,0.075492946,0.005699185,0.092479788,0.050776231,0.002578226,-2.48E-05,0.182238281,0.033210792,-0.000296204,0.073369369,0.005383064,2.528653061,1.395573363,1.947625012
89,dizzy.mp3,sad,117.4538352,146688,1275.547826,0.341416351,0.295352189,0.087232915,0.317682683,0.294650584,0.086818966,0.198369143,0.209721283,0.043983017,5.576230549,39.8725731,1589.822085,1.536523346,60.59656345,3671.943502,0.016007892,3.171195256,10.05647935,0.135796592,0.0743521,0.005528235,1381.098494,961.1819684,923870.7764,1947.457053,622.9397036,388053.8743,24.03755447,5.915142498,34.98891078,2954.611301,2052.135405,4211259.721,1.224492514,1.680079341,2.822666593,-0.017885345,0.118885524,0.014133768,0.046895219,0.06213064,0.003860216,-1.04E-06,0.13637808,0.018598979,-8.76E-05,0.047243863,0.002231983,5.063111111,2.643747346,6.989400028
90,white flag dido.mp3,relax,172.265625,217711,1311.512048,0.349749652,0.301286902,0.090773797,0.456033834,0.274134278,0.075149602,0.245003504,0.152665046,0.023306616,6.246367895,63.65376468,4051.801758,-2.705579056,50.40967365,2541.135197,0.01148576,3.320373537,11.02488042,0.127972439,0.105577901,0.011146693,2150.671256,1091.953239,1192361.877,2289.114448,695.3771292,483549.3518,21.68915106,6.53962629,42.76671201,4574.305673,2163.118148,4679080.124,1.302863017,2.022539864,4.090667502,0.001377329,0.082404363,0.006790479,0.093839947,0.081724863,0.006678953,-1.86E-06,0.115419082,0.013321565,-4.70E-06,0.089570247,0.008022829,24.56090703,5.844863754,34.16243231
91,Almost Paradise.mp3,relax,135.9991776,171464,1339.5625,0.331363649,0.294084488,0.086485686,0.465199757,0.261488018,0.068375984,0.246729522,0.149859522,0.022457876,4.419348779,23.10404874,533.797068,-2.055347615,49.50202934,2450.450909,0.012662622,2.773748543,7.693680982,0.130258098,0.060851783,0.003702939,1913.49014,833.9159912,695415.8804,2141.374283,599.9884164,359986.0998,22.25619933,6.653964644,44.27524549,3913.8305,1759.126092,3094524.609,1.590743632,2.071541617,4.291284673,0.012121534,0.08572234,0.00734832,0.08678689,0.057506738,0.003307025,-2.47E-06,0.112858504,0.012737042,-7.06E-05,0.057843935,0.003345921,6.860335601,3.030506326,9.183968594
92,No One s Gonna Love You.mp3,sad,151.9990809,186682,1305.468531,0.310062935,0.317717187,0.100944211,0.427863146,0.29412046,0.086506845,0.236064608,0.166153044,0.027606834,1.103421052,9.461505512,89.52008655,-9.257562315,72.27887117,5224.235218,0.007764725,2.5030193,6.265105618,0.058111515,0.037197098,0.001383624,1722.159817,893.801903,798881.8418,2084.207483,829.5503876,688153.8455,22.15458744,5.738167763,32.92656928,3578.440862,2210.27535,4885317.123,0.550417335,0.75031008,0.562965216,-0.004324254,0.091030444,0.008286542,0.069994664,0.058010124,0.003365174,2.30E-07,0.058252748,0.003393383,-6.71E-06,0.027350442,0.000748047,11.83753288,5.402129311,29.18300109
93,Arctic Monkeys - Do I Wanna Know.mp3,angry,86.1328125,100162,1236.567901,0.420016481,0.303473933,0.092096428,0.47029912,0.283621309,0.080441047,0.252470821,0.139393576,0.019430569,6.805898929,51.80319209,2683.570711,2.278766486,52.96087693,2804.854485,0.012142492,3.624069995,13.13388333,0.153910354,0.075955868,0.005769293,1434.555861,779.6915471,607918.9086,1728.537175,619.6799127,384003.1942,21.49190646,9.169955725,84.08808799,2892.565842,1613.538271,2603505.753,1.67102273,2.139764091,4.578590365,0.017846491,0.070892476,0.005025743,0.057168778,0.045603792,0.002079706,3.24E-06,0.126293719,0.015950102,9.27E-06,0.077706605,0.006038317,6.638585034,2.927417508,8.569773266
94,Soulmate.mp3,sad,172.265625,217248,1285.491124,0.279951681,0.302538172,0.091529346,0.411531838,0.276409603,0.076402268,0.239726573,0.160824449,0.025864503,3.073762304,30.46158848,927.9083725,-7.75727195,58.20228252,3387.505691,0.010847185,2.633260371,6.934060184,0.097655155,0.066744886,0.00445488,2010.286566,1159.325408,1344035.403,2436.319676,699.4283327,489199.9926,23.79056926,6.104734413,37.26778225,4365.661101,2616.561625,6846394.738,0.950812548,1.426673117,2.035396184,0.005771049,0.095587523,0.009136974,0.074165273,0.07199155,0.005182783,2.46E-08,0.09957467,0.009915115,-2.49E-05,0.038996845,0.001520754,2.780589569,1.834359884,3.364876184
95,fort minor - kenji.mp3,angry,103.359375,131744,1317.44,0.342542347,0.309735027,0.095935787,0.50903371,0.284102768,0.080714383,0.258613152,0.128267577,0.016452571,11.02509767,94.21813994,8877.057894,-1.912822136,40.66811202,1653.895336,0.012966203,3.333969756,11.11535433,0.199013159,0.110086843,0.012119113,2353.4491,1028.959766,1058758.199,2161.443382,712.6977209,507938.0414,21.21726606,8.24979847,68.0591748,4676.863386,1987.626069,3950657.391,2.650994402,3.592118626,12.90331622,-0.012855927,0.069945237,0.004892336,0.123225256,0.074435725,0.005540677,-4.22E-05,0.116163306,0.013493913,-0.000183314,0.163651451,0.026781796,3.717514739,1.474675537,2.174667938
96,broken ones.mp3,sad,73.828125,91429,1252.452055,0.269460628,0.296824555,0.088104817,0.373056042,0.286065334,0.081833375,0.219968779,0.186941353,0.03494707,5.966990718,45.88675666,2105.594437,-0.510929406,49.99794268,2499.794272,0.010424728,2.253247891,5.077126057,0.146778241,0.089354403,0.007984209,1923.482916,999.3467741,998693.9749,1974.672186,674.9550967,455564.3825,24.35051499,6.901856354,47.63562113,3595.865756,1875.261794,3516606.795,1.706728698,2.474609152,6.123690457,-0.000610449,0.111108565,0.012345113,0.099357865,0.067021157,0.004491836,0.000708457,0.142343745,0.020261742,0.001402838,0.060339648,0.003640873,7.536036281,4.817810323,23.21129631
97,OneRepublic - I Lived.mp3,happy,123.046875,149867,1259.386555,0.283767612,0.304299818,0.092598379,0.423471822,0.283870469,0.080582443,0.236913556,0.164940293,0.0272053,4.145699155,32.93012009,1084.392809,-1.573850605,44.65593661,1994.152675,0.011200582,2.8165901,7.933179792,0.118467569,0.068898335,0.00474698,2470.730306,908.5842038,825525.2554,2607.02067,350.7602474,123032.7512,22.23833079,6.636349008,44.04112815,5351.930138,1685.02732,2839317.069,1.324046165,1.849797372,3.421750317,-0.016336675,0.087857577,0.007718954,0.106309637,0.079201811,0.006272927,-3.17E-05,0.108336128,0.011736716,2.45E-05,0.055500876,0.003080347,1.77168254,1.06675666,1.137969772
98,Eminem - Space Bound.mp3,sad,143.5546875,173063,1573.3,0.432178389,0.292480967,0.085545116,0.493372464,0.287626197,0.082728829,0.247197246,0.149086737,0.022226855,11.55577744,69.03290185,4765.541538,1.980217209,39.59136962,1567.476549,0.01257658,2.901834554,8.420643779,0.195772037,0.121114008,0.014668603,2409.029501,1019.720099,1039829.08,2419.904393,618.5177277,382564.1794,19.85296481,6.750325288,45.5668915,4933.249336,2067.700501,4275385.363,2.411920073,3.39671947,11.53770316,-0.005928787,0.077141365,0.00595079,0.111779369,0.059174489,0.00350162,2.16E-06,0.166568175,0.027744954,9.73E-05,0.112949945,0.01275769,16.9981678,2.782749301,7.743693673
